Year,Month,Day,Hour,Minute,Temperature,GHI
2018,6,3,16,30,31.1,13
2018,6,3,17,30,30.5,5
2018,6,3,18,30,30,0
2018,6,3,19,30,29.7,0
2018,6,3,20,30,29.5,0
2018,6,3,21,30,29.2,0
2018,6,3,22,30,28.9,0
2018,6,3,23,30,28.7,0
2018,6,4,0,30,28.5,0
2018,6,4,1,30,28.3,0
2018,6,4,2,30,28.1,0
2018,6,4,3,30,27.9,0
2018,6,4,4,30,27.8,0
2018,6,4,5,30,27.9,17
2018,6,4,6,30,28.4,52
2018,6,4,7,30,29.1,419
2018,6,4,8,30,29.9,627
2018,6,4,9,30,30.5,579
2018,6,4,10,30,31,904
2018,6,4,11,30,31.2,961
2018,6,4,12,30,31.2,738
2018,6,4,13,30,31,476
2018,6,4,14,30,30.7,369
2018,6,4,15,30,30.4,126
2018,6,4,16,30,29.9,70
2018,6,4,17,30,29.4,22
2018,6,4,18,30,29,0
2018,6,4,19,30,28.9,0
2018,6,4,20,30,28.8,0
2018,6,4,21,30,28.8,0
2018,6,4,22,30,28.7,0
2018,6,4,23,30,28.6,0
2018,6,5,0,30,28.5,0
2018,6,5,1,30,28.4,0
2018,6,5,2,30,28.3,0
2018,6,5,3,30,28.2,0
2018,6,5,4,30,28.1,0
2018,6,5,5,30,28.1,14
2018,6,5,6,30,28.6,137
2018,6,5,7,30,29.3,425
2018,6,5,8,30,30.2,411
2018,6,5,9,30,31,605
2018,6,5,10,30,31.6,830
2018,6,5,11,30,32,831
2018,6,5,12,30,32.2,771
2018,6,5,13,30,32.2,692
2018,6,5,14,30,32,569
2018,6,5,15,30,31.7,134
2018,6,5,16,30,31.1,192
2018,6,5,17,30,30.5,39
2018,6,5,18,30,30.1,0
2018,6,5,19,30,29.8,0
2018,6,5,20,30,29.5,0
2018,6,5,21,30,29.3,0
2018,6,5,22,30,29.1,0
2018,6,5,23,30,29,0
2018,6,6,0,30,28.8,0
2018,6,6,1,30,28.7,0
2018,6,6,2,30,28.5,0
2018,6,6,3,30,28.4,0
2018,6,6,4,30,28.3,0
2018,6,6,5,30,28.2,17
2018,6,6,6,30,28.5,196
2018,6,6,7,30,29.1,239
2018,6,6,8,30,29.8,632
2018,6,6,9,30,30.5,579
2018,6,6,10,30,31.2,914
2018,6,6,11,30,31.8,967
2018,6,6,12,30,32.2,940
2018,6,6,13,30,32.5,844
2018,6,6,14,30,32.5,688
2018,6,6,15,30,32.1,487
2018,6,6,16,30,31.5,157
2018,6,6,17,30,30.8,33
2018,6,6,18,30,30.3,0
2018,6,6,19,30,30,0
2018,6,6,20,30,29.7,0
2018,6,6,21,30,29.5,0
2018,6,6,22,30,29.2,0
2018,6,6,23,30,29,0
2018,6,7,0,30,28.8,0
2018,6,7,1,30,28.5,0
2018,6,7,2,30,28.2,0
2018,6,7,3,30,28,0
2018,6,7,4,30,28,0
2018,6,7,5,30,28.1,3
2018,6,7,6,30,28.8,8
2018,6,7,7,30,29.7,327
2018,6,7,8,30,30.7,458
2018,6,7,9,30,31.6,644
2018,6,7,10,30,32.3,690
2018,6,7,11,30,32.9,821
2018,6,7,12,30,33.2,816
2018,6,7,13,30,33.3,647
2018,6,7,14,30,33.2,347
2018,6,7,15,30,32.8,248
2018,6,7,16,30,32.1,84
2018,6,7,17,30,31.3,13
2018,6,7,18,30,30.7,0
2018,6,7,19,30,30.3,0
2018,6,7,20,30,29.9,0
2018,6,7,21,30,29.6,0
2018,6,7,22,30,29.3,0
2018,6,7,23,30,28.9,0
2018,6,8,0,30,28.6,0
2018,6,8,1,30,28.4,0
2018,6,8,2,30,28.2,0
2018,6,8,3,30,28.1,0
2018,6,8,4,30,28,0
2018,6,8,5,30,28.2,19
2018,6,8,6,30,28.9,139
2018,6,8,7,30,29.8,432
2018,6,8,8,30,30.8,641
2018,6,8,9,30,31.6,579
2018,6,8,10,30,32.3,921
2018,6,8,11,30,32.9,954
2018,6,8,12,30,33.3,646
2018,6,8,13,30,33.3,629
2018,6,8,14,30,33.2,606
2018,6,8,15,30,32.8,377
2018,6,8,16,30,32.2,119
2018,6,8,17,30,31.5,23
2018,6,8,18,30,31,0
2018,6,8,19,30,30.6,0
2018,6,8,20,30,30.4,0
2018,6,8,21,30,30.1,0
2018,6,8,22,30,29.8,0
2018,6,8,23,30,29.4,0
2018,6,9,0,30,29.1,0
2018,6,9,1,30,28.8,0
2018,6,9,2,30,28.6,0
2018,6,9,3,30,28.5,0
2018,6,9,4,30,28.4,0
2018,6,9,5,30,28.6,19
2018,6,9,6,30,29.2,202
2018,6,9,7,30,29.9,428
2018,6,9,8,30,30.7,416
2018,6,9,9,30,31.4,600
2018,6,9,10,30,32.1,449
2018,6,9,11,30,32.6,816
2018,6,9,12,30,32.8,302
2018,6,9,13,30,32.8,647
2018,6,9,14,30,32.7,420
2018,6,9,15,30,32.3,69
2018,6,9,16,30,31.8,19
2018,6,9,17,30,31.1,5
2018,6,9,18,30,30.4,0
2018,6,9,19,30,29.8,0
2018,6,9,20,30,29.4,0
2018,6,9,21,30,29,0
2018,6,9,22,30,28.6,0
2018,6,9,23,30,28.4,0
2018,6,10,0,30,28.2,0
2018,6,10,1,30,28,0
2018,6,10,2,30,27.9,0
2018,6,10,3,30,27.8,0
2018,6,10,4,30,27.8,0
2018,6,10,5,30,28.1,3
2018,6,10,6,30,28.9,8
2018,6,10,7,30,29.9,274
2018,6,10,8,30,30.7,389
2018,6,10,9,30,31.4,663
2018,6,10,10,30,31.9,798
2018,6,10,11,30,32.4,737
2018,6,10,12,30,32.7,744
2018,6,10,13,30,32.9,547
2018,6,10,14,30,32.8,561
2018,6,10,15,30,32.6,301
2018,6,10,16,30,32.2,254
2018,6,10,17,30,31.7,36
2018,6,10,18,30,31.2,0
2018,6,10,19,30,30.8,0
2018,6,10,20,30,30.3,0
2018,6,10,21,30,29.9,0
2018,6,10,22,30,29.5,0
2018,6,10,23,30,29.2,0
2018,6,11,0,30,28.9,0
2018,6,11,1,30,28.7,0
2018,6,11,2,30,28.5,0
2018,6,11,3,30,28.4,0
2018,6,11,4,30,28.3,0
2018,6,11,5,30,28.5,13
2018,6,11,6,30,29,130
2018,6,11,7,30,29.9,400
2018,6,11,8,30,30.7,438
2018,6,11,9,30,31.5,668
2018,6,11,10,30,32.3,705
2018,6,11,11,30,32.9,826
2018,6,11,12,30,33.3,488
2018,6,11,13,30,33.4,574
2018,6,11,14,30,33.2,526
2018,6,11,15,30,32.9,333
2018,6,11,16,30,32.4,209
2018,6,11,17,30,31.8,51
2018,6,11,18,30,31.3,0
2018,6,11,19,30,30.9,0
2018,6,11,20,30,30.6,0
2018,6,11,21,30,30.3,0
2018,6,11,22,30,30,0
2018,6,11,23,30,29.6,0
2018,6,12,0,30,29.3,0
2018,6,12,1,30,28.9,0
2018,6,12,2,30,28.7,0
2018,6,12,3,30,28.5,0
2018,6,12,4,30,28.4,0
2018,6,12,5,30,28.4,11
2018,6,12,6,30,28.9,93
2018,6,12,7,30,29.6,256
2018,6,12,8,30,30.3,426
2018,6,12,9,30,31,638
2018,6,12,10,30,31.7,791
2018,6,12,11,30,32.1,687
2018,6,12,12,30,32.5,582
2018,6,12,13,30,32.6,386
2018,6,12,14,30,32.7,368
2018,6,12,15,30,32.5,268
2018,6,12,16,30,32,95
2018,6,12,17,30,31.4,19
2018,6,12,18,30,30.9,0
2018,6,12,19,30,30.4,0
2018,6,12,20,30,30,0
2018,6,12,21,30,29.7,0
2018,6,12,22,30,29.5,0
2018,6,12,23,30,29.3,0
2018,6,13,0,30,29,0
2018,6,13,1,30,28.8,0
2018,6,13,2,30,28.6,0
2018,6,13,3,30,28.5,0
2018,6,13,4,30,28.4,0
2018,6,13,5,30,28.4,8
2018,6,13,6,30,28.9,65
2018,6,13,7,30,29.5,227
2018,6,13,8,30,30.2,449
2018,6,13,9,30,31,600
2018,6,13,10,30,31.7,734
2018,6,13,11,30,32.2,776
2018,6,13,12,30,32.5,688
2018,6,13,13,30,32.5,684
2018,6,13,14,30,32.5,556
2018,6,13,15,30,32.3,409
2018,6,13,16,30,31.8,148
2018,6,13,17,30,31.2,42
2018,6,13,18,30,30.7,0
2018,6,13,19,30,30.3,0
2018,6,13,20,30,29.9,0
2018,6,13,21,30,29.6,0
2018,6,13,22,30,29.3,0
2018,6,13,23,30,28.9,0
2018,6,14,0,30,28.5,0
2018,6,14,1,30,28.2,0
2018,6,14,2,30,28,0
2018,6,14,3,30,27.9,0
2018,6,14,4,30,27.8,0
2018,6,14,5,30,27.8,12
2018,6,14,6,30,28.4,13
2018,6,14,7,30,29.5,149
2018,6,14,8,30,31,373
2018,6,14,9,30,32.3,487
2018,6,14,10,30,33.2,754
2018,6,14,11,30,33.8,767
2018,6,14,12,30,34.1,689
2018,6,14,13,30,34.1,527
2018,6,14,14,30,33.8,495
2018,6,14,15,30,33.4,407
2018,6,14,16,30,32.8,103
2018,6,14,17,30,32,43
2018,6,14,18,30,31.4,0
2018,6,14,19,30,30.9,0
2018,6,14,20,30,30.4,0
2018,6,14,21,30,30,0
2018,6,14,22,30,29.5,0
2018,6,14,23,30,29.1,0
2018,6,15,0,30,28.8,0
2018,6,15,1,30,28.5,0
2018,6,15,2,30,28.2,0
2018,6,15,3,30,28,0
2018,6,15,4,30,27.9,0
2018,6,15,5,30,28,8
2018,6,15,6,30,28.8,75
2018,6,15,7,30,29.9,126
2018,6,15,8,30,31.1,236
2018,6,15,9,30,32.1,662
2018,6,15,10,30,33,789
2018,6,15,11,30,33.6,807
2018,6,15,12,30,33.9,901
2018,6,15,13,30,33.9,662
2018,6,15,14,30,33.6,565
2018,6,15,15,30,33.1,286
2018,6,15,16,30,32.3,139
2018,6,15,17,30,31.4,33
2018,6,15,18,30,30.9,0
2018,6,15,19,30,30.6,0
2018,6,15,20,30,30.2,0
2018,6,15,21,30,29.9,0
2018,6,15,22,30,29.5,0
2018,6,15,23,30,29.2,0
2018,6,16,0,30,28.8,0
2018,6,16,1,30,28.4,0
2018,6,16,2,30,28.2,0
2018,6,16,3,30,28,0
2018,6,16,4,30,27.9,0
2018,6,16,5,30,28,8
2018,6,16,6,30,28.6,44
2018,6,16,7,30,29.3,254
2018,6,16,8,30,30.2,459
2018,6,16,9,30,31.3,661
2018,6,16,10,30,32.3,753
2018,6,16,11,30,33.1,789
2018,6,16,12,30,33.7,652
2018,6,16,13,30,33.8,619
2018,6,16,14,30,33.6,445
2018,6,16,15,30,32.8,372
2018,6,16,16,30,31.7,50
2018,6,16,17,30,30.7,37
2018,6,16,18,30,30,0
2018,6,16,19,30,29.6,0
2018,6,16,20,30,29.3,0
2018,6,16,21,30,29,0
2018,6,16,22,30,28.7,0
2018,6,16,23,30,28.4,0
2018,6,17,0,30,28,0
2018,6,17,1,30,27.7,0
2018,6,17,2,30,27.5,0
2018,6,17,3,30,27.3,0
2018,6,17,4,30,27.2,0
2018,6,17,5,30,27.3,9
2018,6,17,6,30,27.9,63
2018,6,17,7,30,28.9,398
2018,6,17,8,30,30,417
2018,6,17,9,30,31.1,772
2018,6,17,10,30,31.9,688
2018,6,17,11,30,32.4,926
2018,6,17,12,30,32.7,904
2018,6,17,13,30,32.8,817
2018,6,17,14,30,32.8,665
2018,6,17,15,30,32.6,470
2018,6,17,16,30,32,253
2018,6,17,17,30,31,58
2018,6,17,18,30,30.3,0
2018,6,17,19,30,29.8,0
2018,6,17,20,30,29.4,0
2018,6,17,21,30,29,0
2018,6,17,22,30,28.7,0
2018,6,17,23,30,28.5,0
2018,6,18,0,30,28.3,0
2018,6,18,1,30,28,0
2018,6,18,2,30,27.6,0
2018,6,18,3,30,27.3,0
2018,6,18,4,30,27.1,0
2018,6,18,5,30,27.2,2
2018,6,18,6,30,27.9,13
2018,6,18,7,30,29,395
2018,6,18,8,30,30.2,375
2018,6,18,9,30,31.4,566
2018,6,18,10,30,32.5,754
2018,6,18,11,30,33.3,536
2018,6,18,12,30,33.7,927
2018,6,18,13,30,33.7,599
2018,6,18,14,30,33.5,373
2018,6,18,15,30,33,417
2018,6,18,16,30,32.2,13
2018,6,18,17,30,31.3,5
2018,6,18,18,30,30.6,0
2018,6,18,19,30,30.2,0
2018,6,18,20,30,29.8,0
2018,6,18,21,30,29.5,0
2018,6,18,22,30,29.2,0
2018,6,18,23,30,28.8,0
2018,6,19,0,30,28.4,0
2018,6,19,1,30,28.2,0
2018,6,19,2,30,27.9,0
2018,6,19,3,30,27.6,0
2018,6,19,4,30,27.5,0
2018,6,19,5,30,27.5,12
2018,6,19,6,30,28.2,181
2018,6,19,7,30,29.2,399
2018,6,19,8,30,30.1,441
2018,6,19,9,30,31.1,593
2018,6,19,10,30,31.9,725
2018,6,19,11,30,32.6,924
2018,6,19,12,30,33.1,902
2018,6,19,13,30,33.4,813
2018,6,19,14,30,33.2,607
2018,6,19,15,30,32.7,344
2018,6,19,16,30,32.1,199
2018,6,19,17,30,31.3,55
2018,6,19,18,30,30.6,0
2018,6,19,19,30,30.2,0
2018,6,19,20,30,29.9,0
2018,6,19,21,30,29.7,0
2018,6,19,22,30,29.3,0
2018,6,19,23,30,28.9,0
2018,6,20,0,30,28.6,0
2018,6,20,1,30,28.3,0
2018,6,20,2,30,28,0
2018,6,20,3,30,27.8,0
2018,6,20,4,30,27.6,0
2018,6,20,5,30,27.8,9
2018,6,20,6,30,28.6,136
2018,6,20,7,30,29.7,244
2018,6,20,8,30,30.8,475
2018,6,20,9,30,31.7,655
2018,6,20,10,30,32.4,881
2018,6,20,11,30,32.9,795
2018,6,20,12,30,33.3,776
2018,6,20,13,30,33.4,703
2018,6,20,14,30,33.2,587
2018,6,20,15,30,32.8,383
2018,6,20,16,30,32.2,187
2018,6,20,17,30,31.4,40
2018,6,20,18,30,30.7,0
2018,6,20,19,30,30.2,0
2018,6,20,20,30,29.8,0
2018,6,20,21,30,29.5,0
2018,6,20,22,30,29.2,0
2018,6,20,23,30,28.9,0
2018,6,21,0,30,28.6,0
2018,6,21,1,30,28.3,0
2018,6,21,2,30,28.1,0
2018,6,21,3,30,27.9,0
2018,6,21,4,30,27.8,0
2018,6,21,5,30,28,2
2018,6,21,6,30,28.5,8
2018,6,21,7,30,29.2,132
2018,6,21,8,30,30,248
2018,6,21,9,30,30.7,453
2018,6,21,10,30,31.4,574
2018,6,21,11,30,31.8,512
2018,6,21,12,30,32,570
2018,6,21,13,30,31.9,651
2018,6,21,14,30,31.8,532
2018,6,21,15,30,31.5,322
2018,6,21,16,30,31,192
2018,6,21,17,30,30.4,38
2018,6,21,18,30,29.9,0
2018,6,21,19,30,29.5,0
2018,6,21,20,30,29.2,0
2018,6,21,21,30,28.9,0
2018,6,21,22,30,28.8,0
2018,6,21,23,30,28.6,0
2018,6,22,0,30,28.4,0
2018,6,22,1,30,28.2,0
2018,6,22,2,30,28,0
2018,6,22,3,30,27.7,0
2018,6,22,4,30,27.6,0
2018,6,22,5,30,27.6,6
2018,6,22,6,30,28.2,87
2018,6,22,7,30,29.1,259
2018,6,22,8,30,30.1,478
2018,6,22,9,30,30.9,629
2018,6,22,10,30,31.6,744
2018,6,22,11,30,32.2,783
2018,6,22,12,30,32.6,737
2018,6,22,13,30,32.8,733
2018,6,22,14,30,32.7,371
2018,6,22,15,30,32.3,174
2018,6,22,16,30,31.6,187
2018,6,22,17,30,30.7,24
2018,6,22,18,30,30.1,0
2018,6,22,19,30,29.7,0
2018,6,22,20,30,29.4,0
2018,6,22,21,30,29.3,0
2018,6,22,22,30,29.2,0
2018,6,22,23,30,29,0
2018,6,23,0,30,28.7,0
2018,6,23,1,30,28.4,0
2018,6,23,2,30,28.1,0
2018,6,23,3,30,27.9,0
2018,6,23,4,30,27.8,0
2018,6,23,5,30,27.9,7
2018,6,23,6,30,28.6,60
2018,6,23,7,30,29.6,259
2018,6,23,8,30,30.7,481
2018,6,23,9,30,31.6,577
2018,6,23,10,30,32.5,716
2018,6,23,11,30,33.1,778
2018,6,23,12,30,33.4,815
2018,6,23,13,30,33.4,577
2018,6,23,14,30,33.2,560
2018,6,23,15,30,32.8,365
2018,6,23,16,30,32.1,168
2018,6,23,17,30,31.3,15
2018,6,23,18,30,30.6,0
2018,6,23,19,30,30,0
2018,6,23,20,30,29.6,0
2018,6,23,21,30,29.3,0
2018,6,23,22,30,29.1,0
2018,6,23,23,30,28.9,0
2018,6,24,0,30,28.7,0
2018,6,24,1,30,28.6,0
2018,6,24,2,30,28.4,0
2018,6,24,3,30,28.2,0
2018,6,24,4,30,28.1,0
2018,6,24,5,30,27.9,6
2018,6,24,6,30,28.3,77
2018,6,24,7,30,29.1,272
2018,6,24,8,30,30,616
2018,6,24,9,30,31,590
2018,6,24,10,30,31.8,807
2018,6,24,11,30,32.5,845
2018,6,24,12,30,32.8,724
2018,6,24,13,30,32.8,698
2018,6,24,14,30,32.7,600
2018,6,24,15,30,32.4,391
2018,6,24,16,30,31.7,179
2018,6,24,17,30,30.8,59
2018,6,24,18,30,30.1,0
2018,6,24,19,30,29.7,0
2018,6,24,20,30,29.4,0
2018,6,24,21,30,29.1,0
2018,6,24,22,30,28.9,0
2018,6,24,23,30,28.7,0
2018,6,25,0,30,28.5,0
2018,6,25,1,30,28.2,0
2018,6,25,2,30,27.9,0
2018,6,25,3,30,27.6,0
2018,6,25,4,30,27.4,0
2018,6,25,5,30,27.3,10
2018,6,25,6,30,27.9,44
2018,6,25,7,30,28.9,401
2018,6,25,8,30,30,337
2018,6,25,9,30,31,604
2018,6,25,10,30,31.8,712
2018,6,25,11,30,32.5,950
2018,6,25,12,30,32.8,695
2018,6,25,13,30,32.9,645
2018,6,25,14,30,32.8,503
2018,6,25,15,30,32.4,499
2018,6,25,16,30,31.8,204
2018,6,25,17,30,30.9,71
2018,6,25,18,30,30.4,0
2018,6,25,19,30,30.1,0
2018,6,25,20,30,29.7,0
2018,6,25,21,30,29.2,0
2018,6,25,22,30,28.8,0
2018,6,25,23,30,28.3,0
2018,6,26,0,30,27.9,0
2018,6,26,1,30,27.5,0
2018,6,26,2,30,27.2,0
2018,6,26,3,30,27,0
2018,6,26,4,30,26.9,0
2018,6,26,5,30,26.9,12
2018,6,26,6,30,27.3,184
2018,6,26,7,30,28,407
2018,6,26,8,30,29,493
2018,6,26,9,30,30,631
2018,6,26,10,30,30.9,745
2018,6,26,11,30,31.6,753
2018,6,26,12,30,32.1,779
2018,6,26,13,30,32.4,689
2018,6,26,14,30,32.6,559
2018,6,26,15,30,32.4,380
2018,6,26,16,30,31.8,128
2018,6,26,17,30,31.1,30
2018,6,26,18,30,30.5,0
2018,6,26,19,30,30,0
2018,6,26,20,30,29.6,0
2018,6,26,21,30,29.3,0
2018,6,26,22,30,29,0
2018,6,26,23,30,28.6,0
2018,6,27,0,30,28.3,0
2018,6,27,1,30,27.9,0
2018,6,27,2,30,27.7,0
2018,6,27,3,30,27.7,0
2018,6,27,4,30,27.6,0
2018,6,27,5,30,28,2
2018,6,27,6,30,28.7,8
2018,6,27,7,30,29.7,101
2018,6,27,8,30,30.7,405
2018,6,27,9,30,31.6,622
2018,6,27,10,30,32.3,755
2018,6,27,11,30,32.8,793
2018,6,27,12,30,32.9,747
2018,6,27,13,30,32.8,662
2018,6,27,14,30,32.3,540
2018,6,27,15,30,31.8,284
2018,6,27,16,30,31.2,123
2018,6,27,17,30,30.6,19
2018,6,27,18,30,30.2,0
2018,6,27,19,30,29.9,0
2018,6,27,20,30,29.6,0
2018,6,27,21,30,29.2,0
2018,6,27,22,30,28.8,0
2018,6,27,23,30,28.4,0
2018,6,28,0,30,28.2,0
2018,6,28,1,30,28,0
2018,6,28,2,30,27.8,0
2018,6,28,3,30,27.7,0
2018,6,28,4,30,27.6,0
2018,6,28,5,30,27.6,2
2018,6,28,6,30,28.5,8
2018,6,28,7,30,29.7,190
2018,6,28,8,30,30.9,485
2018,6,28,9,30,31.9,637
2018,6,28,10,30,32.7,774
2018,6,28,11,30,33.2,795
2018,6,28,12,30,33.5,785
2018,6,28,13,30,33.4,686
2018,6,28,14,30,32.9,520
2018,6,28,15,30,32.4,174
2018,6,28,16,30,31.7,21
2018,6,28,17,30,30.9,6
2018,6,28,18,30,30.2,0
2018,6,28,19,30,29.6,0
2018,6,28,20,30,29.1,0
2018,6,28,21,30,28.6,0
2018,6,28,22,30,28.4,0
2018,6,28,23,30,28.1,0
2018,6,29,0,30,28,0
2018,6,29,1,30,27.9,0
2018,6,29,2,30,27.8,0
2018,6,29,3,30,27.7,0
2018,6,29,4,30,27.7,0
2018,6,29,5,30,27.8,8
2018,6,29,6,30,28.3,112
2018,6,29,7,30,28.9,252
2018,6,29,8,30,29.7,461
2018,6,29,9,30,30.4,605
2018,6,29,10,30,31.1,886
2018,6,29,11,30,31.9,942
2018,6,29,12,30,32.4,924
2018,6,29,13,30,32.7,499
2018,6,29,14,30,32.8,609
2018,6,29,15,30,32.6,342
2018,6,29,16,30,31.9,106
2018,6,29,17,30,30.9,40
2018,6,29,18,30,30.3,0
2018,6,29,19,30,29.9,0
2018,6,29,20,30,29.7,0
2018,6,29,21,30,29.4,0
2018,6,29,22,30,29.1,0
2018,6,29,23,30,28.7,0
2018,6,30,0,30,28.4,0
2018,6,30,1,30,28.2,0
2018,6,30,2,30,27.9,0
2018,6,30,3,30,27.6,0
2018,6,30,4,30,27.5,0
2018,6,30,5,30,27.2,6
2018,6,30,6,30,27.5,116
2018,6,30,7,30,28.1,378
2018,6,30,8,30,28.8,396
2018,6,30,9,30,29.5,543
2018,6,30,10,30,30.3,752
2018,6,30,11,30,31,927
2018,6,30,12,30,31.4,909
2018,6,30,13,30,31.5,497
2018,6,30,14,30,31.4,461
2018,6,30,15,30,31.1,371
2018,6,30,16,30,30.5,232
2018,6,30,17,30,29.8,39
2018,6,30,18,30,29.2,0
2018,6,30,19,30,29,0
2018,6,30,20,30,28.8,0
2018,6,30,21,30,28.7,0
2018,6,30,22,30,28.5,0
2018,6,30,23,30,28.3,0
2018,7,1,0,30,28.1,0
2018,7,1,1,30,27.9,0
2018,7,1,2,30,27.7,0
2018,7,1,3,30,27.5,0
2018,7,1,4,30,27.5,0
2018,7,1,5,30,27.4,8
2018,7,1,6,30,27.8,111
2018,7,1,7,30,28.4,261
2018,7,1,8,30,29.3,449
2018,7,1,9,30,30.1,636
2018,7,1,10,30,30.6,761
2018,7,1,11,30,31.1,740
2018,7,1,12,30,31.3,739
2018,7,1,13,30,31.5,681
2018,7,1,14,30,31.5,671
2018,7,1,15,30,31.2,378
2018,7,1,16,30,30.7,163
2018,7,1,17,30,30,26
2018,7,1,18,30,29.3,0
2018,7,1,19,30,29,0
2018,7,1,20,30,28.7,0
2018,7,1,21,30,28.5,0
2018,7,1,22,30,28.3,0
2018,7,1,23,30,28,0
2018,7,2,0,30,27.8,0
2018,7,2,1,30,27.5,0
2018,7,2,2,30,27.3,0
2018,7,2,3,30,27.2,0
2018,7,2,4,30,27.1,0
2018,7,2,5,30,27.3,6
2018,7,2,6,30,27.7,163
2018,7,2,7,30,28.5,377
2018,7,2,8,30,29.4,590
2018,7,2,9,30,30.3,582
2018,7,2,10,30,31.1,872
2018,7,2,11,30,31.8,940
2018,7,2,12,30,32.2,921
2018,7,2,13,30,32.5,835
2018,7,2,14,30,32.5,693
2018,7,2,15,30,32.3,128
2018,7,2,16,30,31.6,154
2018,7,2,17,30,30.7,41
2018,7,2,18,30,30,0
2018,7,2,19,30,29.5,0
2018,7,2,20,30,29,0
2018,7,2,21,30,28.6,0
2018,7,2,22,30,28.1,0
2018,7,2,23,30,27.8,0
2018,7,3,0,30,27.5,0
2018,7,3,1,30,27.3,0
2018,7,3,2,30,27,0
2018,7,3,3,30,26.8,0
2018,7,3,4,30,26.7,0
2018,7,3,5,30,26.7,8
2018,7,3,6,30,27.1,170
2018,7,3,7,30,27.7,388
2018,7,3,8,30,28.4,596
2018,7,3,9,30,29.1,557
2018,7,3,10,30,29.7,885
2018,7,3,11,30,30.2,939
2018,7,3,12,30,30.6,921
2018,7,3,13,30,30.9,834
2018,7,3,14,30,31.1,473
2018,7,3,15,30,31,335
2018,7,3,16,30,30.5,104
2018,7,3,17,30,29.9,69
2018,7,3,18,30,29.4,0
2018,7,3,19,30,29,0
2018,7,3,20,30,28.7,0
2018,7,3,21,30,28.4,0
2018,7,3,22,30,28.2,0
2018,7,3,23,30,28,0
2018,7,4,0,30,27.8,0
2018,7,4,1,30,27.7,0
2018,7,4,2,30,27.6,0
2018,7,4,3,30,27.5,0
2018,7,4,4,30,27.4,0
2018,7,4,5,30,27.5,4
2018,7,4,6,30,27.8,91
2018,7,4,7,30,28.5,371
2018,7,4,8,30,29.4,577
2018,7,4,9,30,30.3,644
2018,7,4,10,30,31.1,795
2018,7,4,11,30,31.7,800
2018,7,4,12,30,32.1,828
2018,7,4,13,30,32.3,709
2018,7,4,14,30,32.2,581
2018,7,4,15,30,31.9,422
2018,7,4,16,30,31.3,171
2018,7,4,17,30,30.4,41
2018,7,4,18,30,29.9,0
2018,7,4,19,30,29.5,0
2018,7,4,20,30,29.3,0
2018,7,4,21,30,29,0
2018,7,4,22,30,28.7,0
2018,7,4,23,30,28.5,0
2018,7,5,0,30,28.3,0
2018,7,5,1,30,28.1,0
2018,7,5,2,30,28,0
2018,7,5,3,30,27.8,0
2018,7,5,4,30,27.7,0
2018,7,5,5,30,27.7,7
2018,7,5,6,30,28,170
2018,7,5,7,30,28.6,309
2018,7,5,8,30,29.4,603
2018,7,5,9,30,30.3,589
2018,7,5,10,30,31.1,895
2018,7,5,11,30,31.8,763
2018,7,5,12,30,32.4,783
2018,7,5,13,30,32.7,684
2018,7,5,14,30,32.7,559
2018,7,5,15,30,32.3,371
2018,7,5,16,30,31.5,199
2018,7,5,17,30,30.5,67
2018,7,5,18,30,29.7,0
2018,7,5,19,30,29.4,0
2018,7,5,20,30,29.1,0
2018,7,5,21,30,28.9,0
2018,7,5,22,30,28.6,0
2018,7,5,23,30,28.4,0
2018,7,6,0,30,28.2,0
2018,7,6,1,30,28,0
2018,7,6,2,30,27.9,0
2018,7,6,3,30,27.6,0
2018,7,6,4,30,27.5,0
2018,7,6,5,30,27.4,6
2018,7,6,6,30,28,121
2018,7,6,7,30,29,285
2018,7,6,8,30,30.3,591
2018,7,6,9,30,31.5,645
2018,7,6,10,30,32.5,788
2018,7,6,11,30,33.2,790
2018,7,6,12,30,33.5,777
2018,7,6,13,30,33.6,658
2018,7,6,14,30,33.3,527
2018,7,6,15,30,32.7,337
2018,7,6,16,30,31.8,145
2018,7,6,17,30,31,20
2018,7,6,18,30,30.5,0
2018,7,6,19,30,30.1,0
2018,7,6,20,30,29.8,0
2018,7,6,21,30,29.6,0
2018,7,6,22,30,29.3,0
2018,7,6,23,30,29,0
2018,7,7,0,30,28.6,0
2018,7,7,1,30,28.4,0
2018,7,7,2,30,28.1,0
2018,7,7,3,30,28,0
2018,7,7,4,30,27.9,0
2018,7,7,5,30,27.9,1
2018,7,7,6,30,28.3,9
2018,7,7,7,30,28.9,84
2018,7,7,8,30,29.7,194
2018,7,7,9,30,30.4,331
2018,7,7,10,30,31,386
2018,7,7,11,30,31.5,589
2018,7,7,12,30,31.8,565
2018,7,7,13,30,32,488
2018,7,7,14,30,32,487
2018,7,7,15,30,31.8,178
2018,7,7,16,30,31.4,82
2018,7,7,17,30,30.9,21
2018,7,7,18,30,30.3,0
2018,7,7,19,30,29.8,0
2018,7,7,20,30,29.5,0
2018,7,7,21,30,29.2,0
2018,7,7,22,30,28.8,0
2018,7,7,23,30,28.2,0
2018,7,8,0,30,27.4,0
2018,7,8,1,30,27,0
2018,7,8,2,30,27,0
2018,7,8,3,30,27,0
2018,7,8,4,30,27,0
2018,7,8,5,30,27.3,1
2018,7,8,6,30,27.9,7
2018,7,8,7,30,28.8,214
